user_text,user_text_clean,label,intent,answer_mundart,needs_review,is_seed
so wichtig isch s im momänt nöd,so wichtig isch s im momaent ned,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,True
"ich ha s gfuehl, ich werd nöd würklich glosä",ich ha s gfuehl ich werd ned wuerklich glosae,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
passts dir am morn oder am abig besser?,passts dir am morn oder am abig besser,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"hallo du, alli händ irgendwie ihre gruppe, nur ich nöd",hallo du alli haend irgendwie ihre gruppe nur ich ned,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"danke dir, das hät mir sehr gholfe bis bald",danke dir das haet mir sehr gholfe bis bald,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ich weiss nöd, was s nächschti isch, hesch en tipp?",ich weiss noed was s naechschti isch hesch en tipp,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"ich chan s fast nüm abwarte, bis es so wiit isch",ich chan s fast nuem abwarte bis es so wiit isch,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich denk grad vil drüber nach, was ich langfristig wott schöns wucheend",ich denk grad vil drueber nach was ich langfristig wott schoens wucheend,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
was lauft so bi dir? schönä tag no,was lauft so bi dir schoenae tag no,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"ey, ich bi imfall grad voll motiviert vo härze her guet",ey ich bi im fall grad voll motiviert vo haerze her guet,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"inhaltlich isch s stabil, optisch chan mer no drann schaffe mal gseh",inhaltlich isch s stabil optisch chan mer no drann schaffe mal gseh,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"hallo du, ich weiss nöd, wie ich aafange söll",hallo du ich weiss noed wie ich aafange soell,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"sali, gits öppis, wo ich im vorus sött wüsse?",sali gits oeppis wo ich im vorus soett wuesse,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich bi grad wieder vil am gamä i minere freizit,ich bi grad wieder vil am gamae i minere freizit,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich spür grad richtig energie i mir,ich spuer grad richtig energie i mir,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,True
"sali, ich ha s gfuehl, ich werd nöd würkli wahrgnuu",sali ich ha s gfuehl ich werd ned wuerkli wahrgnuu,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
mir rede ane vorbei und nüt chunt a,mir rede ane vorbei und nuet chunnt a,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,True
"ich weiss nöd, wie lang ich das no cha bis spöter",ich weiss noed wie lang ich das no chan bis spoeter,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"i ha s gfuehl, mir verstöhnd üs immer weniger lg",i ha s gfuehl mir verstoehnd ues immer weniger lg,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"jo, ich chan s fast nöd glaube, wie tiptop das cho isch",jo ich chan s fast ned glaube wie tiptop das cho isch,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
"hoi, was machsch grad so?",hoi was machsch grad so,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"danke dir, das hät mir sehr gholfe",danke dir das haet mir sehr gholfe,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
"ich schätz das sehr, was du gmacht hesch",ich schaetz das sehr was du gmacht hesch,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
"hey, ich ha gseh, dass d termi sich chli gschobe händ so im fall",hey ich ha gseh dass d termi sich chli gschobe haend so im fall,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"es isch schön z gseh, wie wiit ich cho bi",es isch schoen z gseh wie wiit ich cho bi,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich ha s gfühl, mer verstönd sich immer besser zum dankbar sii",ich ha s gfuehl mer verstoend sich immer besser zum dankbar sii,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
ich bi grad recht enttäuscht vo dere person so en scheiss,ich bi grad recht enttaeuscht vo dere person so en scheiss,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ich bi no nöd dort, wo ich wott sii, aber ufem weg",ich bi no ned dort wo ich wott sii aber ufem weg,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,True
"hey, ich bi dankbar für die stabilität, wo ich grad ha",hey ich bi dankbar fuer die stabilitaet wo ich grad ha,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ey, das isch so huere streng zum verseckä",ey das isch so huere streng zum verseckae,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"merci viu mau, das isch mega lieb vo dir richtig schön gruessli",merci viu mau das isch mega lieb vo dir richtig schoen gruessli,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
ich ha s richtig genosse,ich ha s richtig genosse,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,True
ich find s weder mega guet no mega schlecht,ich find s weder mega guet no mega schlecht,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,True
wo wäre für dich am praktischste?,wo waere fuer dich am praktischste,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
mir händ abgmacht gha und sie händ s wieder nöd ernst gnoh,mir haend abgmacht gha und sie haend s wieder ned ernst gnoh,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
mir händ abgmacht gha und sie händ s wieder nöd ernst gnoh,mir haend abgmacht gha und sie haend s wieder ned ernst gnoh,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
wie isch dini wuche bis jetzt gsi? liebi grüess,wie isch dini wuche bis jetzt gsi liebi grueess,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
musik lose hilft mer mega zum abschalte,musik lose hilft mer mega zum abschalte,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,True
mir händ abgmacht gha und sie händ s wieder nöd ernst gnoh,mir haend abgmacht gha und sie haend s wieder ned ernst gnoh,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
was lauft so bi dir?,was lauft so bi dir,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,True
ich bi jede tag nur am rennä,ich bi jede tag nur am rennae,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,True
"ey, chan s au spöter i de wuche sii, wenn s nöd passt?",ey chan s au spoeter i de wuche sii wenn s ned passt,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"hey, das isch richtig stark worde",hey das isch richtig stark worde,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ich ha s gfühl, ich ha mini säch im griff",ich ha s gfuehl ich ha mini saech im griff,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich ha s gfuehl, ich bi nöd priorität für sie",ich ha s gfuehl ich bi ned prioritaet fuer sie,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ich ha s gfühl, jetzt isch en guete zeitpunkt zum starte",ich ha s gfuehl jetzt isch en guete zeitpunkt zum starte,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"sali, es isch imfall alles no im gange",sali es isch im fall alles no im gange,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"ich ha s gfuehl, mis imunsystem isch im keller",ich ha s gfuehl mis imunsystem isch im keller,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
ich han lang uf dä moment gwartet tschüss,ich han lang uf dae moment gwartet tschuess,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"gits öppis, wo ich im vorus sött wüsse?",gits oeppis wo ich im vorus soett wuesse,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"hoi, mues ich dafür öppis speziells vorbereite? liebi grüess",hoi mues ich dafuer oeppis speziells vorbereite liebi grueess,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich ha lang sorgä gha und jetzt isch s doch guet cho vo härze her guet,ich ha lang sorgae gha und jetzt isch s doch guet cho vo haerze her guet,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
ich fühl mi grad voll ufgnoh i dere gruppe,ich fuehl mi grad voll ufgnoh i dere gruppe,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,True
"hallo du, merci fürs organisieren richtig lässig schönä tag no",hallo du merci fuers organisieren richtig laessig schoenae tag no,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ich weiss nöd, welches kabel wohi ghört",ich weiss noed welches kabel wohi ghoert,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"ich bi zfriede mit dem, wie ich mit dere situation umgange bi zum sich freue",ich bi zfriede mit dem wie ich mit dere situation umgange bi zum sich freue,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
das cha doch nöd wahr sii,das chan doch ned wahr sii,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ich bin dankbar für die nächi, wo mer händ",ich bi dankbar fuer die naechi wo mer haend,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
"jo, das cha doch nöd wahr sii gopfertami",jo das chan doch ned wahr sii gopfertami,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
chan mir bitte öpper s erkläre? ich chum nöd drus tschüss,chan mir bitte oepper s erklaere ich chum ned drus tschuess,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"i ha s gfuehl, ich brenne bald us ciao",i ha s gfuehl ich brenne bald us ciao,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"hey, grad in de nöi isch vil diskussion zu dem thema",hey grad in de noei isch vil diskussion zu dem thema,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ich ha s gfühl, ich mach imfall fortschritt schönä tag no",ich ha s gfuehl ich mach im fall fortschritt schoenae tag no,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
ich ha e gueti balans zwüsche pause und leistung gfunde,ich ha e gueti balans zwuesche pause und leistung gfunde,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,True
"ich ha angst, dass es öppis ernsthafts isch",ich ha angst dass es oeppis ernsthafts isch,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich frag mi die ganz zit, öb ich das würklich cha gopfriedstutz",ich frag mi die ganz zit oeb ich das wuerklich chan gopfriedstutz,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
ich cha uf das resultat ohni schlechts gfühl luege,ich chan uf das resultat ohni schlechts gfuehl luege,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich weiss nöd, wie ich all die projects söll schaffe",ich weiss noed wie ich all die projects soell schaffe,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,True
ich bi im moment voll im kochfilm,ich bi im moment voll im kochfilm,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
mir händ offe chönne rede über ernsti sache eifach stark,mir haend offe choenne rede ueber ernsti sache eifach stark,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
"kurz es update: es lauft imfall solid, aber langsam isch okay so",kurz es update es lauft im fall solid aber langsam isch okay so,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"ich find s grundsätzlich guet, aber es het no paar punkt zum verbessere",ich find s grundsaetzlich guet aber es het no paar punkt zum verbessere,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,True
jedä versuecht nume sini sicht dürzdrücke zum verseckä,jedae versuecht nume sini sicht duerzdruecke zum verseckae,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
wie funktionieret das genau? chömer so lah,wie funktionieret das genau choemer so lah,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"ich ha scho lang s gfuehl, öppis stimt nöd mit mir richtig müehsam",ich ha scho lang s gfuehl oeppis stimt ned mit mir richtig mueehsam,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
